user_id,text,timestamp,latitude,longitude,zone,trust_level
133859,evacuate Zone C,2023-01-01 05:37:00,37.78593089841778,-121.62667470384,Zone C,high
144915,flood near river,2023-01-01 05:39:00,37.47858158146664,-122.23147194666348,Zone C,medium
105645,flood near river,2023-01-01 05:47:00,37.26190182569851,-121.76602333200216,Zone C,medium
104266,flood near river,2023-01-01 05:50:00,37.598213679129366,-121.7273442063,Zone C,medium
156186,evacuate Zone C,2023-01-01 05:56:00,37.66196529010291,-122.12159022544576,Zone C,high
101870,evacuate Zone C,2023-01-01 06:01:00,37.57804911899943,-122.34515398088524,Zone C,high
173966,evacuate Zone C,2023-01-01 06:04:00,37.6585994777217,-122.082054512481,Zone C,high
151575,flood near river,2023-01-01 06:16:00,37.57855441920121,-121.88466026377112,Zone C,medium
140675,evacuate Zone C,2023-01-01 06:17:00,37.33956019662923,-121.68985471740145,Zone C,high
138163,evacuate Zone C,2023-01-01 06:35:00,37.895146270520506,-121.5155042236972,Zone C,high
142355,evacuate Zone C,2023-01-01 06:39:00,37.82635080272221,-122.1946052417163,Zone C,high
117778,evacuate Zone C,2023-01-01 06:42:00,37.81698960515503,-122.34711439778376,Zone C,high
114370,flood near river,2023-01-01 06:49:00,37.17802884253384,-121.93875414169048,Zone C,medium
147156,evacuate Zone C,2023-01-01 07:08:00,37.88880145513142,-122.16138362992052,Zone C,high
187070,evacuate Zone C,2023-01-01 07:17:00,37.97298365566056,-122.39448685864606,Zone C,high
148595,flood near river,2023-01-01 07:21:00,37.8887190957112,-122.38256652965758,Zone C,medium
191898,flood near river,2023-01-01 07:28:00,37.12131254069729,-121.6447798631924,Zone C,medium
191648,flood near river,2023-01-01 07:45:00,37.86776024711763,-122.18166410153933,Zone C,medium
146025,flood near river,2023-01-01 07:48:00,37.27295664917631,-121.83216847527277,Zone C,medium
179568,evacuate Zone C,2023-01-01 07:54:00,37.25198293246907,-122.18090591394228,Zone C,high
108038,evacuate Zone C,2023-01-01 08:13:00,37.1701759490485,-122.1767058039627,Zone C,high
197455,evacuate Zone C,2023-01-01 08:24:00,37.21748436857301,-122.30918529875916,Zone C,high
125093,flood near river,2023-01-01 08:41:00,37.75610695120666,-122.35982801047643,Zone C,medium
195679,flood near river,2023-01-01 08:49:00,37.9653917353445,-121.587117842354,Zone C,medium
142631,flood near river,2023-01-01 08:56:00,37.54205424204908,-122.330524900897,Zone C,medium
138335,evacuate Zone C,2023-01-01 09:11:00,37.71096325365909,-122.23722098999951,Zone C,high
180162,evacuate Zone C,2023-01-01 09:16:00,37.62468222652959,-121.96903424716922,Zone C,high
178628,flood near river,2023-01-01 09:47:00,37.87545761062317,-121.9218041343295,Zone C,medium
155831,evacuate Zone C,2023-01-01 09:52:00,37.4329947453226,-122.09297563234468,Zone C,high
152650,flood near river,2023-01-01 10:14:00,37.0305635288691,-121.66474336387064,Zone C,medium
136163,flood near river,2023-01-01 10:49:00,37.36341031058889,-121.60937007641924,Zone C,medium
177981,flood near river,2023-01-01 10:55:00,37.2148490930251,-122.0396293241752,Zone C,medium
116546,flood near river,2023-01-01 11:04:00,37.496695443079496,-121.5710347392327,Zone C,medium
140649,flood near river,2023-01-01 11:14:00,37.69736134461472,-122.06069231761155,Zone C,medium
154487,flood near river,2023-01-01 11:19:00,37.49723909198409,-121.97054706361727,Zone C,medium
122289,flood near river,2023-01-01 11:30:00,37.11207724827509,-122.17018977362775,Zone C,medium
105799,flood near river,2023-01-01 11:48:00,37.51651826228584,-121.5104673319463,Zone C,medium
196083,flood near river,2023-01-01 11:50:00,37.989063348181205,-121.825937082452,Zone C,medium
194872,evacuate Zone C,2023-01-01 11:57:00,37.84207453113433,-121.60113974966464,Zone C,high
137605,evacuate Zone C,2023-01-01 12:23:00,37.89638108584123,-122.3853054455043,Zone C,high
139940,evacuate Zone C,2023-01-01 12:37:00,37.348354208022045,-122.34564812271594,Zone C,high
113723,flood near river,2023-01-01 12:42:00,37.10004266629952,-121.75742323623398,Zone C,medium
145323,flood near river,2023-01-01 13:40:00,37.50266263290349,-122.43261570780255,Zone C,medium
111470,evacuate Zone C,2023-01-01 13:46:00,37.84085114225075,-122.48355562525246,Zone C,high
188372,flood near river,2023-01-01 13:50:00,37.04072709846204,-122.45557917968333,Zone C,medium
179096,evacuate Zone C,2023-01-01 13:59:00,37.84354000176522,-122.2892461998934,Zone C,high
164252,evacuate Zone C,2023-01-01 14:01:00,37.825296033796,-121.77369527730885,Zone C,high
180418,evacuate Zone C,2023-01-01 14:14:00,37.22099492180252,-121.7024806792844,Zone C,high
160966,evacuate Zone C,2023-01-01 14:30:00,37.04779696928194,-121.86907760019083,Zone C,high
181440,evacuate Zone C,2023-01-01 14:33:00,37.36879198439786,-121.574001757318,Zone C,high
105478,flood near river,2023-01-01 14:34:00,37.94144231057592,-122.41756014002168,Zone C,medium
112436,evacuate Zone C,2023-01-01 15:27:00,37.75954204895093,-122.40908962051564,Zone C,high
171751,flood near river,2023-01-01 15:33:00,37.52655858110458,-122.34316495674292,Zone C,medium
184956,flood near river,2023-01-01 15:39:00,37.09967979283165,-122.41911198480078,Zone C,medium
152231,flood near river,2023-01-01 15:42:00,37.61439260542878,-121.9769303806099,Zone C,medium
176545,evacuate Zone C,2023-01-01 15:45:00,37.65905256222872,-122.18050895782385,Zone C,high
178853,flood near river,2023-01-01 15:53:00,37.45052410595852,-121.79801101941295,Zone C,medium
107929,flood near river,2023-01-01 16:01:00,37.95724273905764,-122.20124539799168,Zone C,medium
186848,flood near river,2023-01-01 16:24:00,37.65575522640244,-122.23541044767308,Zone C,medium
115489,flood near river,2023-01-01 16:32:00,37.96343866106453,-122.46690369636474,Zone C,medium
154513,flood near river,2023-01-01 16:44:00,37.81302332047672,-121.80672580323574,Zone C,medium
106662,evacuate Zone C,2023-01-01 16:51:00,37.68114435393596,-122.30339011510904,Zone C,high
119624,evacuate Zone C,2023-01-01 17:00:00,37.90852307495649,-121.98654362185174,Zone C,high
191138,flood near river,2023-01-01 17:08:00,37.12113573301463,-122.20991278127904,Zone C,medium
148734,flood near river,2023-01-01 17:09:00,37.33684607428543,-121.56736020137636,Zone C,medium
139231,evacuate Zone C,2023-01-01 17:11:00,37.26665986022961,-121.89454348485556,Zone C,high
106222,flood near river,2023-01-01 17:12:00,37.497851682673904,-122.1034695959238,Zone C,medium
123566,flood near river,2023-01-01 17:25:00,37.35432419922775,-121.80790085871207,Zone C,medium
127021,flood near river,2023-01-01 17:36:00,37.21060176507088,-122.3971295064279,Zone C,medium
171292,flood near river,2023-01-01 17:54:00,37.680098131671855,-121.50388848530908,Zone C,medium
139562,flood near river,2023-01-01 18:23:00,37.29606203869363,-122.24917984008576,Zone C,medium
183514,evacuate Zone C,2023-01-01 18:27:00,37.126252385156526,-122.20292926650995,Zone C,high
116432,evacuate Zone C,2023-01-01 18:40:00,37.716114317983134,-122.20965247738415,Zone C,high
176080,flood near river,2023-01-01 18:46:00,37.66700385027957,-122.15693798880103,Zone C,medium
119179,flood near river,2023-01-01 18:55:00,37.8459367011167,-121.99511636419172,Zone C,medium
183637,evacuate Zone C,2023-01-01 18:57:00,37.23785451067062,-121.97588641783015,Zone C,high
168678,evacuate Zone C,2023-01-01 19:04:00,37.27312090074359,-121.8144933275293,Zone C,high
179531,flood near river,2023-01-01 19:05:00,37.098878227965166,-121.5921003543551,Zone C,medium
189753,flood near river,2023-01-01 19:08:00,37.32873282145616,-121.89134830017638,Zone C,medium
140175,evacuate Zone C,2023-01-01 19:10:00,37.60110821391979,-122.06723396358088,Zone C,high
120905,flood near river,2023-01-01 19:49:00,37.22926692302596,-121.670541565365,Zone C,medium
169773,evacuate Zone C,2023-01-01 20:11:00,37.90259625470256,-121.5306935937102,Zone C,high
188057,evacuate Zone C,2023-01-01 20:19:00,37.86064781164533,-121.9666358754585,Zone C,high
198402,evacuate Zone C,2023-01-01 20:27:00,37.86435530614312,-122.44572271664816,Zone C,high
135270,evacuate Zone C,2023-01-01 20:32:00,37.2678785584017,-121.55232086512876,Zone C,high
127051,evacuate Zone C,2023-01-01 20:55:00,37.92838373124025,-121.58518885725891,Zone C,high
115454,evacuate Zone C,2023-01-01 21:23:00,37.01691019821835,-122.26831076842976,Zone C,high
154438,flood near river,2023-01-01 21:28:00,37.735493482438606,-122.26080071422152,Zone C,medium
131550,flood near river,2023-01-01 21:31:00,37.54154464266099,-122.06806632675077,Zone C,medium
121933,evacuate Zone C,2023-01-01 21:50:00,37.73729187658295,-122.28178392268548,Zone C,high
196646,flood near river,2023-01-01 22:21:00,37.26842323496213,-122.21778368308657,Zone C,medium
114151,evacuate Zone C,2023-01-01 22:32:00,37.91628716817702,-121.55983846628882,Zone C,high
131880,evacuate Zone C,2023-01-01 22:36:00,37.76335540409414,-122.02613874595453,Zone C,high
142881,flood near river,2023-01-01 22:42:00,37.92175501864632,-122.04864635938748,Zone C,medium
161039,flood near river,2023-01-01 22:51:00,37.14271156055069,-121.59441407398452,Zone C,medium
195464,flood near river,2023-01-01 23:03:00,37.38653890801176,-122.40121969611322,Zone C,medium
102316,flood near river,2023-01-01 23:50:00,37.628179183841006,-122.21952612995148,Zone C,medium
186089,evacuate Zone C,2023-01-01 23:55:00,37.45976122043916,-122.28183330838011,Zone C,high
181505,flood near river,2023-01-01 23:59:00,37.21584335645694,-121.76989152491844,Zone C,medium
149290,evacuate Zone C,2023-01-02 00:04:00,37.83179258179502,-122.30859396819216,Zone C,high
109722,evacuate Zone C,2023-01-02 00:33:00,37.34200374741224,-121.50606107451917,Zone C,high
170088,flood near river,2023-01-02 00:54:00,37.69700122952389,-121.98628456787804,Zone C,medium
156787,evacuate Zone C,2023-01-02 01:12:00,37.05402919005225,-122.08441217494276,Zone C,high
128602,evacuate Zone C,2023-01-02 01:29:00,37.8370874330703,-121.6646072214427,Zone C,high
110839,evacuate Zone C,2023-01-02 01:35:00,37.91767775862079,-122.49327161278372,Zone C,high
153865,evacuate Zone C,2023-01-02 01:44:00,37.90887654507191,-121.5037623432924,Zone C,high
179371,evacuate Zone C,2023-01-02 01:46:00,37.83564445739489,-121.97756328483236,Zone C,high
182003,evacuate Zone C,2023-01-02 02:17:00,37.10314669022421,-122.02835141371057,Zone C,high
154424,flood near river,2023-01-02 02:27:00,37.06407103919273,-122.45054410596292,Zone C,medium
187601,flood near river,2023-01-02 02:44:00,37.27242663523955,-121.6163759235962,Zone C,medium
108380,evacuate Zone C,2023-01-02 03:03:00,37.699873604578265,-121.95049420385207,Zone C,high
158949,evacuate Zone C,2023-01-02 03:11:00,37.07191217152237,-121.58580298068838,Zone C,high
116220,flood near river,2023-01-02 03:14:00,37.75083410753584,-122.12639947837474,Zone C,medium
191019,evacuate Zone C,2023-01-02 03:30:00,37.91181872148705,-122.25134811551771,Zone C,high
133556,flood near river,2023-01-02 03:36:00,37.04448552507866,-122.0833364180216,Zone C,medium
105377,evacuate Zone C,2023-01-02 03:38:00,37.75548876262739,-122.42003195098307,Zone C,high
171574,evacuate Zone C,2023-01-02 04:12:00,37.99780974223505,-121.63688450060066,Zone C,high
111011,flood near river,2023-01-02 04:22:00,37.34140701734321,-121.79823991262084,Zone C,medium
120964,evacuate Zone C,2023-01-02 04:52:00,37.31697847798978,-121.98262104021646,Zone C,high
131851,evacuate Zone C,2023-01-02 05:09:00,37.31720004988662,-122.22912252727588,Zone C,high
191252,evacuate Zone C,2023-01-02 05:19:00,37.80315573570566,-121.8902758064306,Zone C,high
154596,flood near river,2023-01-02 05:29:00,37.42860878628647,-122.15525647593957,Zone C,medium
166048,evacuate Zone C,2023-01-02 05:36:00,37.69175583388344,-122.417413360371,Zone C,high
157085,evacuate Zone C,2023-01-02 05:40:00,37.528595924703005,-121.77084752713183,Zone C,high
138743,evacuate Zone C,2023-01-02 05:46:00,37.31466434825574,-122.48745737359144,Zone C,high
126592,evacuate Zone C,2023-01-02 05:48:00,37.57390493800057,-122.39130944161036,Zone C,high
111119,flood near river,2023-01-02 06:04:00,37.286576246519054,-121.9493679358544,Zone C,medium
123673,flood near river,2023-01-02 06:10:00,37.41053012300734,-122.296790405729,Zone C,medium
141098,flood near river,2023-01-02 06:35:00,37.88630583469087,-121.96680955117787,Zone C,medium
152494,flood near river,2023-01-02 06:36:00,37.85035754945675,-121.79215716353656,Zone C,medium
128767,evacuate Zone C,2023-01-02 06:47:00,37.21701876800709,-122.09550284471034,Zone C,high
100204,evacuate Zone C,2023-01-02 07:12:00,37.82004454414418,-122.30354048105936,Zone C,high
169786,flood near river,2023-01-02 07:44:00,37.10093709756031,-121.82103756395264,Zone C,medium
159268,flood near river,2023-01-02 07:45:00,37.147498669299736,-122.26659436043906,Zone C,medium
126856,flood near river,2023-01-02 08:14:00,37.55845664230909,-121.63181427668688,Zone C,medium
147786,evacuate Zone C,2023-01-02 08:18:00,37.610049044031314,-122.08635190084836,Zone C,high
127631,evacuate Zone C,2023-01-02 08:31:00,37.39194846569257,-122.33279695788194,Zone C,high
152157,flood near river,2023-01-02 08:34:00,37.711866398076346,-121.67673344457232,Zone C,medium
177210,evacuate Zone C,2023-01-02 08:35:00,37.83172092449318,-122.14795637007995,Zone C,high
168053,flood near river,2023-01-02 08:43:00,37.46667494234365,-122.0260305064674,Zone C,medium
174487,flood near river,2023-01-02 08:48:00,37.72412207949344,-121.75734100109256,Zone C,medium
152964,evacuate Zone C,2023-01-02 08:51:00,37.35213184094751,-122.00730431112842,Zone C,high
161921,flood near river,2023-01-02 09:24:00,37.16465236418211,-122.06323724300496,Zone C,medium
184795,flood near river,2023-01-02 09:34:00,37.34600907466878,-121.79942357463818,Zone C,medium
161683,evacuate Zone C,2023-01-02 09:57:00,37.89497352866253,-122.38825372287296,Zone C,high
116162,flood near river,2023-01-02 10:10:00,37.39422428763152,-122.14184944298496,Zone C,medium
174906,evacuate Zone C,2023-01-02 10:23:00,37.507033451486606,-122.2357458606583,Zone C,high
138531,evacuate Zone C,2023-01-02 10:30:00,37.07778929536376,-121.50078660905878,Zone C,high
170068,evacuate Zone C,2023-01-02 10:32:00,37.26150904667247,-122.3692235791553,Zone C,high
191999,flood near river,2023-01-02 10:37:00,37.10640865589545,-121.58235544533662,Zone C,medium
153442,flood near river,2023-01-02 10:59:00,37.584734808830135,-121.84310014152469,Zone C,medium
182416,evacuate Zone C,2023-01-02 11:21:00,37.94478037702584,-121.71525434101406,Zone C,high
158248,evacuate Zone C,2023-01-02 11:24:00,37.45749136489192,-122.46187016081626,Zone C,high
188908,evacuate Zone C,2023-01-02 11:32:00,37.3570316075459,-122.33462531705123,Zone C,high
104485,evacuate Zone C,2023-01-02 11:38:00,37.40684646654772,-122.45445336256702,Zone C,high
138152,flood near river,2023-01-02 11:42:00,37.07267068801728,-122.1221389174118,Zone C,medium
147543,flood near river,2023-01-02 11:45:00,37.88735480297565,-122.45854109137824,Zone C,medium
160098,flood near river,2023-01-02 11:49:00,37.2273453655021,-122.17304618071176,Zone C,medium
118634,evacuate Zone C,2023-01-02 12:11:00,37.14131921195441,-122.19700124246064,Zone C,high
115111,evacuate Zone C,2023-01-02 12:31:00,37.36139571000047,-121.65649909260738,Zone C,high
170539,evacuate Zone C,2023-01-02 12:38:00,37.42507429404785,-121.93882559564427,Zone C,high
133287,flood near river,2023-01-02 12:40:00,37.53865359639553,-121.7228229641219,Zone C,medium
122480,flood near river,2023-01-02 12:42:00,37.19688696768876,-121.89954091516177,Zone C,medium
127231,flood near river,2023-01-02 12:54:00,37.32773733861296,-121.55270754824237,Zone C,medium
113270,evacuate Zone C,2023-01-02 12:55:00,37.21608436562241,-121.86597663696212,Zone C,high
152015,evacuate Zone C,2023-01-02 13:07:00,37.84729349760465,-122.17311067133213,Zone C,high
161062,evacuate Zone C,2023-01-02 13:27:00,37.186374241264254,-122.15170648770828,Zone C,high
104046,evacuate Zone C,2023-01-02 13:32:00,37.43860705928539,-122.0199295943178,Zone C,high
183007,evacuate Zone C,2023-01-02 13:43:00,37.055248448912906,-122.4510802975931,Zone C,high
131380,flood near river,2023-01-02 14:16:00,37.293951138039326,-121.6743336224118,Zone C,medium
192129,flood near river,2023-01-02 14:17:00,37.653841862586255,-121.92980041388746,Zone C,medium
168382,flood near river,2023-01-02 14:22:00,37.14923094432675,-121.50796300684722,Zone C,medium
193779,flood near river,2023-01-02 14:33:00,37.643306776760895,-121.9756574555268,Zone C,medium
126600,evacuate Zone C,2023-01-02 14:44:00,37.719275040643815,-122.3932640968951,Zone C,high
143185,flood near river,2023-01-02 14:50:00,37.30179591250515,-122.09236726372092,Zone C,medium
155491,flood near river,2023-01-02 14:53:00,37.009289876146205,-121.67776173152755,Zone C,medium
155362,evacuate Zone C,2023-01-02 14:54:00,37.41962337711578,-122.16117765575778,Zone C,high
132620,evacuate Zone C,2023-01-02 14:55:00,37.1477149520312,-122.2330393944776,Zone C,high
108080,evacuate Zone C,2023-01-02 15:04:00,37.42020126165083,-122.06493817222815,Zone C,high
194984,flood near river,2023-01-02 15:13:00,37.9958176974857,-121.664897374551,Zone C,medium
142098,evacuate Zone C,2023-01-02 15:18:00,37.98742401466518,-122.49231576810868,Zone C,high
122619,flood near river,2023-01-02 15:20:00,37.66719328610709,-121.69467016966988,Zone C,medium
186854,evacuate Zone C,2023-01-02 15:21:00,37.58466482061947,-122.39526527266452,Zone C,high
139952,evacuate Zone C,2023-01-02 15:38:00,37.423233102730265,-121.67402252348651,Zone C,high
117096,flood near river,2023-01-02 15:52:00,37.02732742853944,-121.57938528701408,Zone C,medium
165679,evacuate Zone C,2023-01-02 15:55:00,37.351158819915405,-122.15652024126126,Zone C,high
142390,flood near river,2023-01-02 15:57:00,37.02491926027043,-122.2472581310794,Zone C,medium
189377,evacuate Zone C,2023-01-02 16:08:00,37.18249916442127,-121.53349615025796,Zone C,high
145252,flood near river,2023-01-02 16:21:00,37.24216069007544,-121.6719607951811,Zone C,medium
106527,evacuate Zone C,2023-01-02 16:27:00,37.08918933194291,-122.36922258329729,Zone C,high
112053,evacuate Zone C,2023-01-02 16:30:00,37.62338292579626,-122.32090254384032,Zone C,high
180162,evacuate Zone C,2023-01-02 16:31:00,37.36070454779721,-121.78990825011768,Zone C,high
153508,flood near river,2023-01-02 16:36:00,37.184053412728815,-122.06926216181849,Zone C,medium
157442,evacuate Zone C,2023-01-02 16:44:00,37.26522866349599,-121.89020220276004,Zone C,high
102759,evacuate Zone C,2023-01-02 16:47:00,37.5884745002548,-122.112706221739,Zone C,high
145121,evacuate Zone C,2023-01-02 16:49:00,37.05274679513053,-121.57732861857664,Zone C,high
124205,flood near river,2023-01-02 17:00:00,37.30555638314837,-121.88058439190156,Zone C,medium
136062,evacuate Zone C,2023-01-02 17:05:00,37.650683352708846,-121.6178667707528,Zone C,high
143249,flood near river,2023-01-02 17:07:00,37.80628234534163,-122.27465881210532,Zone C,medium
103885,flood near river,2023-01-02 17:13:00,37.67521328146924,-121.76361520202568,Zone C,medium
183364,evacuate Zone C,2023-01-02 17:19:00,37.93408777498228,-122.20860950641998,Zone C,high
132675,evacuate Zone C,2023-01-02 17:24:00,37.1441040420253,-122.38331256695332,Zone C,high
108542,flood near river,2023-01-02 17:28:00,37.608034145579175,-122.39714348526232,Zone C,medium
153436,flood near river,2023-01-02 17:38:00,37.07374661897879,-121.62555430249192,Zone C,medium
115498,flood near river,2023-01-02 17:46:00,37.20957466586694,-121.61066852414348,Zone C,medium
100807,flood near river,2023-01-02 17:50:00,37.45249535017456,-122.38431866548692,Zone C,medium
186020,evacuate Zone C,2023-01-02 18:05:00,37.18386490455286,-121.92590992310564,Zone C,high
155597,evacuate Zone C,2023-01-02 18:08:00,37.74005269689686,-121.7572621235186,Zone C,high
145023,flood near river,2023-01-02 18:17:00,37.07059381571862,-121.5694250788521,Zone C,medium
130987,evacuate Zone C,2023-01-02 18:21:00,37.33892934774517,-121.606014423136,Zone C,high
149795,evacuate Zone C,2023-01-02 18:24:00,37.037066180650726,-121.7213231906822,Zone C,high
109859,flood near river,2023-01-02 18:38:00,37.63454172393028,-122.4252321916372,Zone C,medium
147196,evacuate Zone C,2023-01-02 19:05:00,37.80966006390151,-121.65186945672896,Zone C,high
124280,evacuate Zone C,2023-01-02 19:15:00,37.4750050626639,-122.24709153916604,Zone C,high
124417,flood near river,2023-01-02 19:21:00,37.66131988666073,-121.7909524689466,Zone C,medium
123524,flood near river,2023-01-02 19:34:00,37.18429989316687,-121.9223484557062,Zone C,medium
113476,evacuate Zone C,2023-01-02 19:39:00,37.491619154320574,-122.40493296029928,Zone C,high
131832,evacuate Zone C,2023-01-02 19:41:00,37.17544111039458,-121.56719205762516,Zone C,high
188449,evacuate Zone C,2023-01-02 19:42:00,37.31266899390762,-122.267419934304,Zone C,high
188111,flood near river,2023-01-02 19:55:00,37.569746470415886,-122.2714038044532,Zone C,medium
184767,evacuate Zone C,2023-01-02 19:59:00,37.39226798918022,-121.78091558677616,Zone C,high
115014,flood near river,2023-01-02 20:00:00,37.39531505284912,-122.17846216211592,Zone C,medium
110010,flood near river,2023-01-02 20:05:00,37.27450620358666,-121.64900113080724,Zone C,medium
164504,evacuate Zone C,2023-01-02 20:08:00,37.78592450288157,-121.58606007152902,Zone C,high
194906,flood near river,2023-01-02 20:19:00,37.41005910188755,-122.28834009340282,Zone C,medium
144273,evacuate Zone C,2023-01-02 20:20:00,37.42602070737073,-122.15000181897288,Zone C,high
120144,flood near river,2023-01-02 20:26:00,37.7992815702553,-121.78709174568968,Zone C,medium
173618,evacuate Zone C,2023-01-02 20:35:00,37.66969333005188,-122.22666928290752,Zone C,high
125829,evacuate Zone C,2023-01-02 20:36:00,37.203989123457376,-122.23610330058828,Zone C,high
171830,evacuate Zone C,2023-01-02 20:52:00,37.28046086157812,-121.59308178388018,Zone C,high
186861,evacuate Zone C,2023-01-02 21:02:00,37.97558701547874,-122.37760250323709,Zone C,high
105506,evacuate Zone C,2023-01-02 21:08:00,37.8808574441393,-122.31784754767652,Zone C,high
152950,evacuate Zone C,2023-01-02 21:17:00,37.59824121548284,-122.41945975676684,Zone C,high
167045,flood near river,2023-01-02 21:18:00,37.35639288798868,-122.35806744160786,Zone C,medium
133971,flood near river,2023-01-02 21:33:00,37.86285609615897,-122.0952912029131,Zone C,medium
171230,flood near river,2023-01-02 21:34:00,37.14229730622983,-121.5934614385801,Zone C,medium
128605,evacuate Zone C,2023-01-02 21:58:00,37.19504849312319,-121.93759605241888,Zone C,high
190612,evacuate Zone C,2023-01-02 22:05:00,37.03044283133469,-122.1334468095488,Zone C,high
196798,flood near river,2023-01-02 22:19:00,37.40412093911223,-121.84427715958348,Zone C,medium
190651,flood near river,2023-01-02 22:25:00,37.810950576211305,-122.30434234899968,Zone C,medium
114574,evacuate Zone C,2023-01-02 22:27:00,37.72324270276992,-121.70071933592538,Zone C,high
114368,flood near river,2023-01-02 22:59:00,37.294728930599824,-122.38792410076591,Zone C,medium
104014,evacuate Zone C,2023-01-02 23:00:00,37.38966786016904,-121.9222304375944,Zone C,high
198489,evacuate Zone C,2023-01-02 23:07:00,37.24412443375775,-121.9137358495394,Zone C,high
158102,flood near river,2023-01-02 23:28:00,37.51124877828043,-122.0753049833434,Zone C,medium
123171,evacuate Zone C,2023-01-02 23:52:00,37.11207496796807,-122.16960141277774,Zone C,high
127006,evacuate Zone C,2023-01-02 23:57:00,37.006088817098494,-122.20820319341524,Zone C,high
126477,flood near river,2023-01-03 00:39:00,37.21555882139285,-122.2543394293955,Zone C,medium
187397,evacuate Zone C,2023-01-03 00:40:00,37.45293561940164,-122.40582131683723,Zone C,high
157381,evacuate Zone C,2023-01-03 01:30:00,37.73863557544136,-121.88561545656316,Zone C,high
165598,evacuate Zone C,2023-01-03 01:38:00,37.2419839149761,-121.5979502745901,Zone C,high
160501,evacuate Zone C,2023-01-03 01:58:00,37.4666503043748,-122.41959013006516,Zone C,high
175416,flood near river,2023-01-03 02:03:00,37.14014392870956,-122.4984567338985,Zone C,medium
126425,evacuate Zone C,2023-01-03 02:20:00,37.44947870761272,-121.80798078710768,Zone C,high
151713,evacuate Zone C,2023-01-03 02:25:00,37.690651098348816,-121.91496741760837,Zone C,high
195739,evacuate Zone C,2023-01-03 02:26:00,37.61213570492847,-121.7006730943148,Zone C,high
155811,flood near river,2023-01-03 02:31:00,37.75387196618932,-121.72310697742166,Zone C,medium
159308,evacuate Zone C,2023-01-03 02:41:00,37.865709944623084,-122.05750644167163,Zone C,high
133043,evacuate Zone C,2023-01-03 02:50:00,37.459856850534926,-121.69509417379471,Zone C,high
162569,flood near river,2023-01-03 02:51:00,37.638169845609376,-121.95624825610165,Zone C,medium
189910,evacuate Zone C,2023-01-03 02:57:00,37.804415515068,-121.77209328506623,Zone C,high
101669,flood near river,2023-01-03 02:59:00,37.65006071222539,-122.4295978535206,Zone C,medium
122722,flood near river,2023-01-03 03:04:00,37.23230681814977,-122.16352743194022,Zone C,medium
120838,flood near river,2023-01-03 03:14:00,37.92982603415012,-121.99434623827844,Zone C,medium
160326,flood near river,2023-01-03 03:18:00,37.77894804649904,-122.1995428174921,Zone C,medium
118971,evacuate Zone C,2023-01-03 03:19:00,37.71141167929098,-122.03491377722014,Zone C,high
134244,evacuate Zone C,2023-01-03 03:33:00,37.013712278890736,-122.4092796460844,Zone C,high
118535,flood near river,2023-01-03 03:37:00,37.662784267558365,-121.88219925475286,Zone C,medium
199720,flood near river,2023-01-03 03:47:00,37.22197673177527,-121.95039682344564,Zone C,medium
