name,type,latitude,longitude,zone
Location 10,hospital,37.96124418786478,-121.58502909000188,Zone D
Location 11,shelter,37.30597962746345,-121.7600015878777,Zone A
Location 11,shelter,37.30597962746345,-121.7600015878777,Zone B
Location 11,shelter,37.30597962746345,-121.7600015878777,Zone C
Location 11,shelter,37.30597962746345,-121.7600015878777,Zone D
Location 12,fire_station,37.97888514673125,-122.18898963860852,Zone A
Location 12,fire_station,37.97888514673125,-122.18898963860852,Zone B
Location 12,fire_station,37.97888514673125,-122.18898963860852,Zone C
Location 12,fire_station,37.97888514673125,-122.18898963860852,Zone D
Location 13,shelter,37.56214505787683,-121.51068282727657,Zone A
Location 13,shelter,37.56214505787683,-121.51068282727657,Zone B
Location 13,shelter,37.56214505787683,-121.51068282727657,Zone C
Location 13,shelter,37.56214505787683,-121.51068282727657,Zone D
Location 14,shelter,37.26297842628739,-122.03414652378987,Zone A
Location 14,shelter,37.26297842628739,-122.03414652378987,Zone B
Location 14,shelter,37.26297842628739,-122.03414652378987,Zone C
Location 14,shelter,37.26297842628739,-122.03414652378987,Zone D
Location 15,fire_station,37.73280452865943,-122.1248323943196,Zone A
Location 15,fire_station,37.73280452865943,-122.1248323943196,Zone B
Location 15,fire_station,37.73280452865943,-122.1248323943196,Zone C
Location 15,fire_station,37.73280452865943,-122.1248323943196,Zone D
Location 16,hospital,37.92238351722199,-122.36950156458235,Zone A
Location 16,hospital,37.92238351722199,-122.36950156458235,Zone B
Location 16,hospital,37.92238351722199,-122.36950156458235,Zone C
Location 16,hospital,37.92238351722199,-122.36950156458235,Zone D
Location 17,fire_station,37.175522229079725,-121.60373126293419,Zone A
Location 17,fire_station,37.175522229079725,-121.60373126293419,Zone B
Location 17,fire_station,37.175522229079725,-121.60373126293419,Zone C
Location 17,fire_station,37.175522229079725,-121.60373126293419,Zone D
Location 18,hospital,37.022470949811805,-122.29724872911291,Zone A
Location 18,hospital,37.022470949811805,-122.29724872911291,Zone B
Location 18,hospital,37.022470949811805,-122.29724872911291,Zone C
Location 18,hospital,37.022470949811805,-122.29724872911291,Zone D
Location 19,hospital,37.79677940234201,-121.86831992322544,Zone A
Location 19,hospital,37.79677940234201,-121.86831992322544,Zone B
Location 19,hospital,37.79677940234201,-121.86831992322544,Zone C
Location 19,hospital,37.79677940234201,-121.86831992322544,Zone D
Location 20,hospital,37.926363688815805,-121.68557353767295,Zone A
Location 20,hospital,37.926363688815805,-121.68557353767295,Zone B
Location 20,hospital,37.926363688815805,-121.68557353767295,Zone C
Location 20,hospital,37.926363688815805,-121.68557353767295,Zone D
Location 21,shelter,37.37661603914461,-121.57947148662971,Zone A
Location 21,shelter,37.37661603914461,-121.57947148662971,Zone B
Location 21,shelter,37.37661603914461,-121.57947148662971,Zone C
Location 21,shelter,37.37661603914461,-121.57947148662971,Zone D
Location 22,hospital,37.657125046137665,-122.16783555143239,Zone A
Location 22,hospital,37.657125046137665,-122.16783555143239,Zone B
Location 22,hospital,37.657125046137665,-122.16783555143239,Zone C
Location 22,hospital,37.657125046137665,-122.16783555143239,Zone D
Location 23,fire_station,37.01988991673799,-122.21048989690574,Zone A
Location 23,fire_station,37.01988991673799,-122.21048989690574,Zone B
Location 23,fire_station,37.01988991673799,-122.21048989690574,Zone C
Location 23,fire_station,37.01988991673799,-122.21048989690574,Zone D
Location 24,fire_station,37.175865574950045,-122.15777627528551,Zone A
Location 24,fire_station,37.175865574950045,-122.15777627528551,Zone B
Location 24,fire_station,37.175865574950045,-122.15777627528551,Zone C
Location 24,fire_station,37.175865574950045,-122.15777627528551,Zone D
Location 25,shelter,37.238854337161015,-122.13213019532019,Zone A
Location 25,shelter,37.238854337161015,-122.13213019532019,Zone B
Location 25,shelter,37.238854337161015,-122.13213019532019,Zone C
Location 25,shelter,37.238854337161015,-122.13213019532019,Zone D
Location 26,fire_station,37.429084845874456,-121.92242546383275,Zone A
Location 26,fire_station,37.429084845874456,-121.92242546383275,Zone B
Location 26,fire_station,37.429084845874456,-121.92242546383275,Zone C
Location 26,fire_station,37.429084845874456,-121.92242546383275,Zone D
Location 27,shelter,37.14726954510119,-122.00215953385884,Zone A
Location 27,shelter,37.14726954510119,-122.00215953385884,Zone B
Location 27,shelter,37.14726954510119,-122.00215953385884,Zone C
Location 27,shelter,37.14726954510119,-122.00215953385884,Zone D
Location 28,fire_station,37.95220592963946,-122.2836419643013,Zone A
Location 28,fire_station,37.95220592963946,-122.2836419643013,Zone B
Location 28,fire_station,37.95220592963946,-122.2836419643013,Zone C
Location 28,fire_station,37.95220592963946,-122.2836419643013,Zone D
Location 29,fire_station,37.480848422036715,-121.79948671984148,Zone A
Location 29,fire_station,37.480848422036715,-121.79948671984148,Zone B
Location 29,fire_station,37.480848422036715,-121.79948671984148,Zone C
Location 29,fire_station,37.480848422036715,-121.79948671984148,Zone D
Location 30,hospital,37.013026328508,-121.58785996731936,Zone A
Location 30,hospital,37.013026328508,-121.58785996731936,Zone B
Location 30,hospital,37.013026328508,-121.58785996731936,Zone C
Location 30,hospital,37.013026328508,-121.58785996731936,Zone D
Location 31,fire_station,37.430855814064465,-121.85179483054534,Zone A
Location 31,fire_station,37.430855814064465,-121.85179483054534,Zone B
Location 31,fire_station,37.430855814064465,-121.85179483054534,Zone C
Location 31,fire_station,37.430855814064465,-121.85179483054534,Zone D
Location 32,fire_station,37.37742993535264,-121.82103258571003,Zone A
Location 32,fire_station,37.37742993535264,-121.82103258571003,Zone B
Location 32,fire_station,37.37742993535264,-121.82103258571003,Zone C
Location 32,fire_station,37.37742993535264,-121.82103258571003,Zone D
Location 33,shelter,37.442508473001425,-122.29660379095223,Zone A
Location 33,shelter,37.442508473001425,-122.29660379095223,Zone B
Location 33,shelter,37.442508473001425,-122.29660379095223,Zone C
Location 33,shelter,37.442508473001425,-122.29660379095223,Zone D
Location 34,shelter,37.39165129909431,-121.50998845850636,Zone A
Location 34,shelter,37.39165129909431,-121.50998845850636,Zone B
Location 34,shelter,37.39165129909431,-121.50998845850636,Zone C
Location 34,shelter,37.39165129909431,-121.50998845850636,Zone D
Location 35,fire_station,37.17141164645142,-121.82787505371032,Zone A
Location 35,fire_station,37.17141164645142,-121.82787505371032,Zone B
Location 35,fire_station,37.17141164645142,-121.82787505371032,Zone C
Location 35,fire_station,37.17141164645142,-121.82787505371032,Zone D
Location 36,fire_station,37.21857635947843,-122.48305520856181,Zone A
Location 36,fire_station,37.21857635947843,-122.48305520856181,Zone B
Location 36,fire_station,37.21857635947843,-122.48305520856181,Zone C
Location 36,fire_station,37.21857635947843,-122.48305520856181,Zone D
Location 37,shelter,37.33944160731163,-122.28516045176121,Zone A
Location 37,shelter,37.33944160731163,-122.28516045176121,Zone B
Location 37,shelter,37.33944160731163,-122.28516045176121,Zone C
Location 37,shelter,37.33944160731163,-122.28516045176121,Zone D
Location 38,fire_station,37.90704411995397,-121.81624452181212,Zone A
Location 38,fire_station,37.90704411995397,-121.81624452181212,Zone B
Location 38,fire_station,37.90704411995397,-121.81624452181212,Zone C
Location 38,fire_station,37.90704411995397,-121.81624452181212,Zone D
Location 39,fire_station,37.676590132022945,-122.3944416757705,Zone A
Location 39,fire_station,37.676590132022945,-122.3944416757705,Zone B
Location 39,fire_station,37.676590132022945,-122.3944416757705,Zone C
Location 39,fire_station,37.676590132022945,-122.3944416757705,Zone D
Location 40,hospital,37.33835293161225,-121.95570330257023,Zone A
Location 40,hospital,37.33835293161225,-121.95570330257023,Zone B
Location 40,hospital,37.33835293161225,-121.95570330257023,Zone C
Location 40,hospital,37.33835293161225,-121.95570330257023,Zone D
Location 41,hospital,37.14056411778744,-122.27161727411591,Zone A
Location 41,hospital,37.14056411778744,-122.27161727411591,Zone B
Location 41,hospital,37.14056411778744,-122.27161727411591,Zone C
Location 41,hospital,37.14056411778744,-122.27161727411591,Zone D
Location 42,shelter,37.70992733136422,-121.5435997680428,Zone A
Location 42,shelter,37.70992733136422,-121.5435997680428,Zone B
Location 42,shelter,37.70992733136422,-121.5435997680428,Zone C
Location 42,shelter,37.70992733136422,-121.5435997680428,Zone D
Location 43,fire_station,37.35581324683888,-121.70869859299276,Zone A
Location 43,fire_station,37.35581324683888,-121.70869859299276,Zone B
Location 43,fire_station,37.35581324683888,-121.70869859299276,Zone C
Location 43,fire_station,37.35581324683888,-121.70869859299276,Zone D
Location 44,hospital,37.209286826101476,-122.03628238920021,Zone A
Location 44,hospital,37.209286826101476,-122.03628238920021,Zone B
Location 44,hospital,37.209286826101476,-122.03628238920021,Zone C
Location 44,hospital,37.209286826101476,-122.03628238920021,Zone D
Location 45,fire_station,37.55281779510214,-122.03588661317094,Zone A
Location 45,fire_station,37.55281779510214,-122.03588661317094,Zone B
Location 45,fire_station,37.55281779510214,-122.03588661317094,Zone C
Location 45,fire_station,37.55281779510214,-122.03588661317094,Zone D
Location 46,shelter,37.561647522866544,-122.33057370497504,Zone A
Location 46,shelter,37.561647522866544,-122.33057370497504,Zone B
Location 46,shelter,37.561647522866544,-122.33057370497504,Zone C
Location 46,shelter,37.561647522866544,-122.33057370497504,Zone D
Location 47,fire_station,37.69086496258846,-121.9788297092966,Zone A
Location 47,fire_station,37.69086496258846,-121.9788297092966,Zone B
Location 47,fire_station,37.69086496258846,-121.9788297092966,Zone C
Location 47,fire_station,37.69086496258846,-121.9788297092966,Zone D
Location 48,fire_station,37.433853785130545,-121.81633438631944,Zone A
Location 48,fire_station,37.433853785130545,-121.81633438631944,Zone B
Location 48,fire_station,37.433853785130545,-121.81633438631944,Zone C
Location 48,fire_station,37.433853785130545,-121.81633438631944,Zone D
Location 49,fire_station,37.0350449295622,-121.56622173690499,Zone A
Location 49,fire_station,37.0350449295622,-121.56622173690499,Zone B
Location 49,fire_station,37.0350449295622,-121.56622173690499,Zone C
Location 49,fire_station,37.0350449295622,-121.56622173690499,Zone D
Location 50,hospital,37.63660323909321,-122.39817330491975,Zone A
Location 50,hospital,37.63660323909321,-122.39817330491975,Zone B
Location 50,hospital,37.63660323909321,-122.39817330491975,Zone C
Location 50,hospital,37.63660323909321,-122.39817330491975,Zone D
Location 51,fire_station,37.09945467166272,-122.4629255636608,Zone A
Location 51,fire_station,37.09945467166272,-122.4629255636608,Zone B
Location 51,fire_station,37.09945467166272,-122.4629255636608,Zone C
Location 51,fire_station,37.09945467166272,-122.4629255636608,Zone D
Location 52,shelter,37.08815742787352,-121.83397520012157,Zone A
Location 52,shelter,37.08815742787352,-121.83397520012157,Zone B
Location 52,shelter,37.08815742787352,-121.83397520012157,Zone C
Location 52,shelter,37.08815742787352,-121.83397520012157,Zone D
Location 53,hospital,37.913226455651156,-121.98517189877907,Zone A
Location 53,hospital,37.913226455651156,-121.98517189877907,Zone B
Location 53,hospital,37.913226455651156,-121.98517189877907,Zone C
Location 53,hospital,37.913226455651156,-121.98517189877907,Zone D
Location 54,hospital,37.19269795872183,-122.46997836996387,Zone A
Location 54,hospital,37.19269795872183,-122.46997836996387,Zone B
Location 54,hospital,37.19269795872183,-122.46997836996387,Zone C
Location 54,hospital,37.19269795872183,-122.46997836996387,Zone D
Location 55,fire_station,37.58397231791021,-122.16968143601576,Zone A
Location 55,fire_station,37.58397231791021,-122.16968143601576,Zone B
Location 55,fire_station,37.58397231791021,-122.16968143601576,Zone C
Location 55,fire_station,37.58397231791021,-122.16968143601576,Zone D
Location 56,hospital,37.433474961540135,-122.35759467256766,Zone A
Location 56,hospital,37.433474961540135,-122.35759467256766,Zone B
Location 56,hospital,37.433474961540135,-122.35759467256766,Zone C
Location 56,hospital,37.433474961540135,-122.35759467256766,Zone D
Location 57,hospital,37.28053241744288,-121.53251255098527,Zone A
Location 57,hospital,37.28053241744288,-121.53251255098527,Zone B
Location 57,hospital,37.28053241744288,-121.53251255098527,Zone C
Location 57,hospital,37.28053241744288,-121.53251255098527,Zone D
Location 58,shelter,37.80333622941825,-121.68690768356119,Zone A
Location 58,shelter,37.80333622941825,-121.68690768356119,Zone B
Location 58,shelter,37.80333622941825,-121.68690768356119,Zone C
Location 58,shelter,37.80333622941825,-121.68690768356119,Zone D
Location 59,fire_station,37.70292715425789,-121.9168651104566,Zone A
Location 59,fire_station,37.70292715425789,-121.9168651104566,Zone B
Location 59,fire_station,37.70292715425789,-121.9168651104566,Zone C
Location 59,fire_station,37.70292715425789,-121.9168651104566,Zone D
Location 60,shelter,37.969971433071784,-121.50645547830366,Zone A
Location 60,shelter,37.969971433071784,-121.50645547830366,Zone B
Location 60,shelter,37.969971433071784,-121.50645547830366,Zone C
Location 60,shelter,37.969971433071784,-121.50645547830366,Zone D
Location 61,shelter,37.95378833488437,-121.68408067573836,Zone A
Location 61,shelter,37.95378833488437,-121.68408067573836,Zone B
Location 61,shelter,37.95378833488437,-121.68408067573836,Zone C
Location 61,shelter,37.95378833488437,-121.68408067573836,Zone D
Location 62,fire_station,37.75988490800593,-122.1291009627822,Zone A
Location 62,fire_station,37.75988490800593,-122.1291009627822,Zone B
Location 62,fire_station,37.75988490800593,-122.1291009627822,Zone C
Location 62,fire_station,37.75988490800593,-122.1291009627822,Zone D
Location 63,shelter,37.39798752709942,-122.20699865705714,Zone A
Location 63,shelter,37.39798752709942,-122.20699865705714,Zone B
Location 63,shelter,37.39798752709942,-122.20699865705714,Zone C
Location 63,shelter,37.39798752709942,-122.20699865705714,Zone D
Location 64,shelter,37.89311205394242,-122.31894388055507,Zone A
Location 64,shelter,37.89311205394242,-122.31894388055507,Zone B
Location 64,shelter,37.89311205394242,-122.31894388055507,Zone C
Location 64,shelter,37.89311205394242,-122.31894388055507,Zone D
Location 65,hospital,37.60224460372625,-122.35370679453084,Zone A
Location 65,hospital,37.60224460372625,-122.35370679453084,Zone B
Location 65,hospital,37.60224460372625,-122.35370679453084,Zone C
Location 65,hospital,37.60224460372625,-122.35370679453084,Zone D
Location 66,hospital,37.35880169556953,-121.86382407624176,Zone A
Location 66,hospital,37.35880169556953,-121.86382407624176,Zone B
Location 66,hospital,37.35880169556953,-121.86382407624176,Zone C
Location 66,hospital,37.35880169556953,-121.86382407624176,Zone D
Location 67,fire_station,37.223167534484126,-122.29641395880384,Zone A
Location 67,fire_station,37.223167534484126,-122.29641395880384,Zone B
Location 67,fire_station,37.223167534484126,-122.29641395880384,Zone C
Location 67,fire_station,37.223167534484126,-122.29641395880384,Zone D
Location 68,fire_station,37.43372290024585,-121.5510896692908,Zone A
Location 68,fire_station,37.43372290024585,-121.5510896692908,Zone B
Location 68,fire_station,37.43372290024585,-121.5510896692908,Zone C
Location 68,fire_station,37.43372290024585,-121.5510896692908,Zone D
Location 69,shelter,37.635886183721475,-122.49813530830323,Zone A
Location 69,shelter,37.635886183721475,-122.49813530830323,Zone B
Location 69,shelter,37.635886183721475,-122.49813530830323,Zone C
Location 69,shelter,37.635886183721475,-122.49813530830323,Zone D
Location 70,fire_station,37.899070070534805,-122.36195780077773,Zone A
Location 70,fire_station,37.899070070534805,-122.36195780077773,Zone B
Location 70,fire_station,37.899070070534805,-122.36195780077773,Zone C
Location 70,fire_station,37.899070070534805,-122.36195780077773,Zone D
Location 71,shelter,37.670155431514296,-121.91479747850164,Zone A
Location 71,shelter,37.670155431514296,-121.91479747850164,Zone B
Location 71,shelter,37.670155431514296,-121.91479747850164,Zone C
Location 71,shelter,37.670155431514296,-121.91479747850164,Zone D
Location 72,hospital,37.44009740391167,-121.96295263152915,Zone A
Location 72,hospital,37.44009740391167,-121.96295263152915,Zone B
Location 72,hospital,37.44009740391167,-121.96295263152915,Zone C
Location 72,hospital,37.44009740391167,-121.96295263152915,Zone D
Location 73,fire_station,37.80742103977249,-122.04265600251202,Zone A
Location 73,fire_station,37.80742103977249,-122.04265600251202,Zone B
Location 73,fire_station,37.80742103977249,-122.04265600251202,Zone C
Location 73,fire_station,37.80742103977249,-122.04265600251202,Zone D
Location 74,shelter,37.35943659702349,-122.35710173229728,Zone A
Location 74,shelter,37.35943659702349,-122.35710173229728,Zone B
Location 74,shelter,37.35943659702349,-122.35710173229728,Zone C
Location 74,shelter,37.35943659702349,-122.35710173229728,Zone D
Location 75,hospital,37.07852983045809,-121.86429717656146,Zone A
Location 75,hospital,37.07852983045809,-121.86429717656146,Zone B
Location 75,hospital,37.07852983045809,-121.86429717656146,Zone C
Location 75,hospital,37.07852983045809,-121.86429717656146,Zone D
Location 76,shelter,37.80432308759135,-122.36721600062461,Zone A
Location 76,shelter,37.80432308759135,-122.36721600062461,Zone B
Location 76,shelter,37.80432308759135,-122.36721600062461,Zone C
Location 76,shelter,37.80432308759135,-122.36721600062461,Zone D
Location 77,shelter,37.40678655505708,-122.143390378091,Zone A
Location 77,shelter,37.40678655505708,-122.143390378091,Zone B
Location 77,shelter,37.40678655505708,-122.143390378091,Zone C
Location 77,shelter,37.40678655505708,-122.143390378091,Zone D
Location 78,fire_station,37.34311427209502,-121.59653313556893,Zone A
Location 78,fire_station,37.34311427209502,-121.59653313556893,Zone B
Location 78,fire_station,37.34311427209502,-121.59653313556893,Zone C
Location 78,fire_station,37.34311427209502,-121.59653313556893,Zone D
Location 79,hospital,37.13240108035223,-121.53646743987038,Zone A
Location 79,hospital,37.13240108035223,-121.53646743987038,Zone B
Location 79,hospital,37.13240108035223,-121.53646743987038,Zone C
Location 79,hospital,37.13240108035223,-121.53646743987038,Zone D
Location 80,hospital,37.1620972552629,-121.65377906539999,Zone A
Location 80,hospital,37.1620972552629,-121.65377906539999,Zone B
Location 80,hospital,37.1620972552629,-121.65377906539999,Zone C
Location 80,hospital,37.1620972552629,-121.65377906539999,Zone D
Location 81,fire_station,37.95978428644152,-121.9169180525804,Zone A
Location 81,fire_station,37.95978428644152,-121.9169180525804,Zone B
Location 81,fire_station,37.95978428644152,-121.9169180525804,Zone C
Location 81,fire_station,37.95978428644152,-121.9169180525804,Zone D
Location 82,fire_station,37.838884022725,-122.13872698888748,Zone A
Location 82,fire_station,37.838884022725,-122.13872698888748,Zone B
Location 82,fire_station,37.838884022725,-122.13872698888748,Zone C
Location 82,fire_station,37.838884022725,-122.13872698888748,Zone D
Location 83,fire_station,37.42790523932328,-122.44181447365743,Zone A
Location 83,fire_station,37.42790523932328,-122.44181447365743,Zone B
Location 83,fire_station,37.42790523932328,-122.44181447365743,Zone C
Location 83,fire_station,37.42790523932328,-122.44181447365743,Zone D
Location 84,fire_station,37.20407882313994,-122.12170979683879,Zone A
Location 84,fire_station,37.20407882313994,-122.12170979683879,Zone B
Location 84,fire_station,37.20407882313994,-122.12170979683879,Zone C
Location 84,fire_station,37.20407882313994,-122.12170979683879,Zone D
Location 85,hospital,37.206666462841454,-121.50624063909822,Zone A
Location 85,hospital,37.206666462841454,-121.50624063909822,Zone B
Location 85,hospital,37.206666462841454,-121.50624063909822,Zone C
Location 85,hospital,37.206666462841454,-121.50624063909822,Zone D
Location 86,shelter,37.81048120819426,-122.32075884140048,Zone A
Location 86,shelter,37.81048120819426,-122.32075884140048,Zone B
Location 86,shelter,37.81048120819426,-122.32075884140048,Zone C
Location 86,shelter,37.81048120819426,-122.32075884140048,Zone D
Location 87,shelter,37.24685271897411,-121.80927837299083,Zone A
Location 87,shelter,37.24685271897411,-121.80927837299083,Zone B
Location 87,shelter,37.24685271897411,-121.80927837299083,Zone C
Location 87,shelter,37.24685271897411,-121.80927837299083,Zone D
Location 88,hospital,37.66973409134468,-122.25147653585185,Zone A
Location 88,hospital,37.66973409134468,-122.25147653585185,Zone B
Location 88,hospital,37.66973409134468,-122.25147653585185,Zone C
Location 88,hospital,37.66973409134468,-122.25147653585185,Zone D
Location 89,shelter,37.05936598476405,-122.31415712092155,Zone A
Location 89,shelter,37.05936598476405,-122.31415712092155,Zone B
Location 89,shelter,37.05936598476405,-122.31415712092155,Zone C
Location 89,shelter,37.05936598476405,-122.31415712092155,Zone D
Location 90,shelter,37.79725706115635,-121.88790930561751,Zone A
Location 90,shelter,37.79725706115635,-121.88790930561751,Zone B
Location 90,shelter,37.79725706115635,-121.88790930561751,Zone C
Location 90,shelter,37.79725706115635,-121.88790930561751,Zone D
Location 91,fire_station,37.16697502599893,-121.80343663015178,Zone A
Location 91,fire_station,37.16697502599893,-121.80343663015178,Zone B
Location 91,fire_station,37.16697502599893,-121.80343663015178,Zone C
Location 91,fire_station,37.16697502599893,-121.80343663015178,Zone D
Location 92,hospital,37.931302402270475,-122.06650026703117,Zone A
Location 92,hospital,37.931302402270475,-122.06650026703117,Zone B
Location 92,hospital,37.931302402270475,-122.06650026703117,Zone C
Location 92,hospital,37.931302402270475,-122.06650026703117,Zone D
Location 93,hospital,37.9615333707048,-121.73743883598634,Zone A
Location 93,hospital,37.9615333707048,-121.73743883598634,Zone B
Location 93,hospital,37.9615333707048,-121.73743883598634,Zone C
Location 93,hospital,37.9615333707048,-121.73743883598634,Zone D
Location 94,shelter,37.7068105111249,-122.40763208268382,Zone A
Location 94,shelter,37.7068105111249,-122.40763208268382,Zone B
Location 94,shelter,37.7068105111249,-122.40763208268382,Zone C
Location 94,shelter,37.7068105111249,-122.40763208268382,Zone D
Location 95,shelter,37.31179415521774,-121.86795663048153,Zone A
Location 95,shelter,37.31179415521774,-121.86795663048153,Zone B
Location 95,shelter,37.31179415521774,-121.86795663048153,Zone C
Location 95,shelter,37.31179415521774,-121.86795663048153,Zone D
Location 96,hospital,37.13739310613373,-121.83389178350706,Zone A
Location 96,hospital,37.13739310613373,-121.83389178350706,Zone B
Location 96,hospital,37.13739310613373,-121.83389178350706,Zone C
Location 96,hospital,37.13739310613373,-121.83389178350706,Zone D
Location 97,hospital,37.353714491248255,-121.92982336348165,Zone A
Location 97,hospital,37.353714491248255,-121.92982336348165,Zone B
Location 97,hospital,37.353714491248255,-121.92982336348165,Zone C
Location 97,hospital,37.353714491248255,-121.92982336348165,Zone D
Location 98,hospital,37.477490886346324,-122.23412605949436,Zone A
Location 98,hospital,37.477490886346324,-122.23412605949436,Zone B
Location 98,hospital,37.477490886346324,-122.23412605949436,Zone C
Location 98,hospital,37.477490886346324,-122.23412605949436,Zone D
Location 99,shelter,37.41585712242659,-122.06522607224088,Zone A
Location 99,shelter,37.41585712242659,-122.06522607224088,Zone B
Location 99,shelter,37.41585712242659,-122.06522607224088,Zone C
Location 99,shelter,37.41585712242659,-122.06522607224088,Zone D
Location 100,hospital,37.51615130965222,-121.69176098905902,Zone A
Location 100,hospital,37.51615130965222,-121.69176098905902,Zone B
Location 100,hospital,37.51615130965222,-121.69176098905902,Zone C
Location 100,hospital,37.51615130965222,-121.69176098905902,Zone D
Location 101,hospital,37.85176131721271,-122.20086742249083,Zone A
Location 101,hospital,37.85176131721271,-122.20086742249083,Zone B
Location 101,hospital,37.85176131721271,-122.20086742249083,Zone C
Location 101,hospital,37.85176131721271,-122.20086742249083,Zone D
Location 102,fire_station,37.97809463761748,-121.51479347437048,Zone A
Location 102,fire_station,37.97809463761748,-121.51479347437048,Zone B
Location 102,fire_station,37.97809463761748,-121.51479347437048,Zone C
Location 102,fire_station,37.97809463761748,-121.51479347437048,Zone D
Location 103,shelter,37.32012860342827,-121.97710563524478,Zone A
Location 103,shelter,37.32012860342827,-121.97710563524478,Zone B
Location 103,shelter,37.32012860342827,-121.97710563524478,Zone C
Location 103,shelter,37.32012860342827,-121.97710563524478,Zone D
Location 104,fire_station,37.78743598052463,-121.50428391396265,Zone A
Location 104,fire_station,37.78743598052463,-121.50428391396265,Zone B
Location 104,fire_station,37.78743598052463,-121.50428391396265,Zone C
Location 104,fire_station,37.78743598052463,-121.50428391396265,Zone D
Location 105,fire_station,37.80858125096468,-121.72890733641931,Zone A
Location 105,fire_station,37.80858125096468,-121.72890733641931,Zone B
Location 105,fire_station,37.80858125096468,-121.72890733641931,Zone C
Location 105,fire_station,37.80858125096468,-121.72890733641931,Zone D
Location 106,shelter,37.670103831542036,-121.80973886507176,Zone A
Location 106,shelter,37.670103831542036,-121.80973886507176,Zone B
Location 106,shelter,37.670103831542036,-121.80973886507176,Zone C
Location 106,shelter,37.670103831542036,-121.80973886507176,Zone D
Location 107,fire_station,37.286187287296315,-122.16040006925009,Zone A
Location 107,fire_station,37.286187287296315,-122.16040006925009,Zone B
Location 107,fire_station,37.286187287296315,-122.16040006925009,Zone C
Location 107,fire_station,37.286187287296315,-122.16040006925009,Zone D
Location 108,fire_station,37.532218067534046,-121.92975510783566,Zone A
Location 108,fire_station,37.532218067534046,-121.92975510783566,Zone B
Location 108,fire_station,37.532218067534046,-121.92975510783566,Zone C
Location 108,fire_station,37.532218067534046,-121.92975510783566,Zone D
Location 109,hospital,37.11091957881774,-122.19726607497185,Zone A
Location 109,hospital,37.11091957881774,-122.19726607497185,Zone B
Location 109,hospital,37.11091957881774,-122.19726607497185,Zone C
Location 109,hospital,37.11091957881774,-122.19726607497185,Zone D
Location 110,hospital,37.21643171402327,-122.23888276567959,Zone A
Location 110,hospital,37.21643171402327,-122.23888276567959,Zone B
Location 110,hospital,37.21643171402327,-122.23888276567959,Zone C
Location 110,hospital,37.21643171402327,-122.23888276567959,Zone D
Location 111,hospital,37.115895647030364,-121.74345435296595,Zone A
